RespondentID,StartDate,EndDate,IPAddress,age,gender,pregnant,parent,parent_e_or_m,parent_hs,parent_daycare,parent_no,parent_refuse,schooltype,oversample,race,race1,edu,polparty,income,lostjob,state,university,pause_study,tech_access,dedicated_workspace,test_needed,test_able,test_notest_reason,test_timetotest,test_timetoresult,test_positive,test_hospital,risk_grocery,risk_gathering10,risk_gathering100,risk_doctor,risk_er,risk_dentist,risk_church,risk_returnwork,risk_diningoutdoor,risk_diningindoor,risk_friendsindoor,risk_friendsoutdoor,risk_elderly,risk_return_school_e,risk_return_school_m,risk_return_school_hs,risk_daycamp,risk_overnight,risk_playground,avoid_healthcare,avoid_meds,vac_exists,vac_timeline,vac_clinicaltrial,vac_receive,vac_receive_not,vac_receive_not_other,vac_flu,vac_flu_thisyear,vac_distribution,vac_info,treat_physician,treat_suppl,treat_distribution,mis_nomed,mis_lab,mis_vac_nov,mis_stopmask,stigma_wearmask,stigma_dontwearmask,stigma_hestitatetest,stigma_avoid_dr,stigma_irresponsible,stigma_ashame,stigma_wonttell,stigma_ashame_family,stigma_othersinf_ashame,stigma_notifyothers,agency_info,agency_resources,agency_lesscontrol,agency_no_control,agency_anxiety,school_return,school_feelingreturn,school_reopen_vaccine,school_reopen_testing,school_reopening_maskseveryone,school_reopening_staff_req_mask,school_reopening_student_req_mas,school_reopening__handwash,school_reopening_cdc,school_reopening_temp,school_reopening_handsanitizer,school_reopening_cafeteria,school_reopening_staggerschedule,school_reopening_limitclasssize,school_reopening_cleaning,school_reopening_other,school_reopening_otherspecify,school_top5_vaccine,school_top5_testing,school_top5_maskseveryone,school_top5_staff_req_mask,school_top5_student_req_mask,school_top5__handwash,school_top5_cdc,school_top5_temp,school_top5_handsanitizer,school_top5_cafeteria,school_top5_staggerschedule,school_top5_limitclasssize,school_top5_cleaning,school_top5_other,school_top5_otherspecify,school_2021_nodaycare,school_2021_burden,school_2021_morningcare,school_2021_eveningcare,school_2021_meals,school_2021_transportation,school_2021_none,school_2021_refuse,school_tech,school_safety,school_safety_vulnerable,school_safety_temp,school_safety_stagger,school_safety_masks,school_safety_testing,school_switchschool,school_confident,preg_planning_vagtoc,preg_planning_csection,preg_planning_hosptohome,preg_planning_hometohosp,preg_planning_nochange,preg_planning_refuse,preg_anc_cancel,preg_anc_morevisit,preg_anc_phone,preg_anc_none,preg_anc_refuse,preg_distress,preg_prenatalsupport,complete,risk_grocery_col,risk_gathering10_col,risk_gathering100_col,risk_doctor_col,risk_er_col,risk_dentist_col,risk_church_col,risk_returnwork_col,risk_diningoutdoor_col,risk_diningindoor_col,risk_friendsindoor_col,risk_friendsoutdoor_col,risk_elderly_col,risk_return_school_e_col,risk_return_school_m_col,risk_return_school_hs_col,risk_daycamp_col,risk_overnight_col,risk_playground_col,stigma_wearmask_col,stigma_dontwearmask_col,stigma_hestitatetest_col,stigma_avoid_dr_col,stigma_irresponsible_col,stigma_ashame_col,stigma_wonttell_col,stigma_ashame_family_col,stigma_othersinf_ashame_col,stigma_notifyothers_col,agency_info_col,agency_resources_col,agency_lesscontrol_col,agency_no_control_col,agency_anxiety_col,vac_clinicaltrial_col,vac_receive_col,vac_flu_thisyear_col
11964863676,9/6/2020 3:29,9/6/2020 3:31,71.203.31.22,35-44,male,,none,0,0,0,1,0,,oversample of AA and latino,Latino,Latino,Graduate,Rep.,<10K,No,Florida,No,,,,No,,,,,,,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,No,<6 m,3,unwilling,I am concerned that the vaccine may be part of a conspiracy,,No,not likely,People who can pay for it,"Social Media (Facebook, Twitter etc.)",agree,No,People with health conditions,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Not concerned at this time,Too much/excessive,Too much/excessive,Too much/excessive,Too much/excessive,Too much/excessive,Extremely unlikely,Not that confident,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11959564389,9/3/2020 10:42,9/3/2020 10:56,24.10.208.86,55-64,male,,none,0,0,0,1,0,,nationally representative,white,white,Bachelors,Rep.,20K-29K,No,Utah,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,extr. safe,extr. safe,extr. safe,extr. safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,No,No,No,DK,3,unwilling,Prefer not to say,,No, extr. not likely,HC workers,Your primary care doctor,agree,No,HC workers,unsure,agree,unsure,disagree,disagree,agree,refuse,refuse,disagree,refuse,disagree,disagree,extr. disagree,extr. disagree,agree,agree,disagree,agree,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Not concerned at this time,Recommended,Recommended,Recommended,Recommended,Too much/excessive,Unlikely,Confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,strong disagree or disagree,strong agree or agree,unsure,unsure,strong disagree or disagree,unsure,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11964963714,9/6/2020 5:23,9/6/2020 5:31,68.101.136.90,55-64,female,no,none,0,0,0,1,0,,oversample of AA and latino,AA,AA,Some college but no degree,Dem,50K-69K,No,California,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,extr. unsafe,somewhat unsafe,No,No,No,6-12,extr unwilling or unwiling,willing,,,Yes,ext. likely,"1st come, 1st serve",CDC,disagree,No,Sickest patients,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Very concerned,Recommended,Recommended,Recommended,Mandatory,Mandatory,Likely,Confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11964821540,9/6/2020 2:41,9/6/2020 2:46,70.184.169.109,35-44,female,no,elem/m & daycare,1,0,1,0,0,Public school,oversample of AA and latino,Latino,Latino,Graduate,Dem,150-199K,No,Virginia,No,,,,No,,,,,,,extr. safe,somewhat unsafe,extr. unsafe,somewhat safe,somewhat unsafe,somewhat safe,extr. unsafe,extr. unsafe,somewhat safe,extr. unsafe,extr. unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,No,<6 m,extr. willing or willing,extr. willing,,,Yes,ext. likely,HC workers,Local health department,disagree,No,HC workers,agree,disagree,disagree,disagree,extr. disagree,agree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,extr. agree,extr. agree,disagree,agree,extr. disagree,no,"My child will only return if social distancing, handwashing, face-covering guidelines, and temperature checks are enforced",COVID-19 vaccine availability,COVID-19 testing and COVID-19 antibody testing availability,,Requirement for teachers/staff to wear a mask/face-covering,Requirement for students to wear a mask/face-covering,"Regularly scheduled, adult supervised hand-washing",,,,,,,,,,3,2,,1,4,5,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Very concerned,Mandatory,Mandatory,Mandatory,Mandatory,Mandatory,Extremely likely,Confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11964024959,9/6/2020 12:21,9/6/2020 12:26,142.255.62.134,55-64,male,,none,0,0,0,1,0,,oversample of AA and latino,AA,AA,Some college but no degree,Dem,20K-29K,No,New York,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,extr. safe,extr. safe,somewhat safe,somewhat safe,extr. unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,Yes,already exists,extr unwilling or unwiling,willing,,,Yes,ext. likely,HC workers,CDC,agree,Yes,HC workers,unsure,agree,unsure,unsure,extr. disagree,extr. disagree,extr. disagree,agree,extr. disagree,extr. disagree,extr. agree,extr. disagree,extr. disagree,disagree,agree,extr. agree,extr. disagree,extr. disagree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Unsure,Mandatory,Recommended,Recommended,Mandatory,Mandatory,Unsure,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11957388085,9/3/2020 9:29,9/3/2020 9:42,97.35.193.155,25-34,male,,none,0,0,0,1,0,,nationally representative,white,white,HS or less,Rep.,<10K,No,Ohio,No,,,,No,,,,,,,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,extr. safe,No,No,Yes,already exists,3,unwilling,Prefer not to say,,No, extr. not likely,DK,Church,extr. disagree,No,DK,unsure,agree,unsure,agree,extr. disagree,extr. disagree,extr. agree,extr. agree,agree,extr. disagree,extr. agree,extr. disagree,extr. disagree,extr. agree,extr. agree,extr. agree,extr. disagree,extr. disagree,extr. disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Prefer not to say,Prefer not to say,Unsure/no opinion,Too much/excessive,Too much/excessive,Too much/excessive,Too much/excessive,Prefer not to answer,Prefer not to say,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11963940792,9/5/2020 10:20,9/5/2020 10:29,72.48.184.81,25-34,female,yes,elem/midd only,1,0,0,0,0,Public school,oversample of AA and latino,Latino,Latino,Some college but no degree,Rep.,40K-49K,No,Texas,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,No,Didn't need to refill medications,Refused,DK,4,extr. unwilling,Prefer not to say,,No, extr. not likely,elderly,Prefer not to say,refuse,Refused,refuse,refuse,refuse,refuse,refuse,extr. agree,extr. agree,refuse,refuse,extr. disagree,refuse,refuse,refuse,refuse,refuse,agree,disagree,refuse,refuse,refuse,Depends on what plans school district makes,Prefer not to say,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,1,,,,,,,,,Prefer not to say,Yes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to answer,Prefer not to say,,,,,No changes,,,,,Nothing changed in my prenatal plan,,not at all,Prefer not to say,1,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,strong agree or agree,strong agree or agree,unsure,unsure,strong disagree or disagree,unsure,unsure,unsure,unsure,unsure,strong agree or agree,strong disagree or disagree,unsure,unsure,unsure,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11954386603,9/2/2020 10:59,9/2/2020 11:10,70.188.195.44,35-44,male,,hs only,0,1,0,0,0,Private/Chartered school,nationally representative,Latino,Latino,Graduate,Dem,85K-99K,No,California,Yes,Yes,Yes,Yes,Yes,Yes,,3-5 days,6-7 d,No,,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat unsafe,somewhat unsafe,extr. unsafe,extr. safe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat unsafe,extr. safe,somewhat safe,extr. safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat safe,No,No,Yes,already exists,extr unwilling or unwiling,extr. willing,,,Yes,likely,elderly,Your primary care doctor,agree,Yes,HC workers,agree,unsure,agree,disagree,disagree,extr. agree,extr. agree,extr. disagree,disagree,disagree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,agree,agree,disagree,agree,agree,yes,"My child will only return if social distancing, handwashing, face-covering guidelines, and temperature checks are encouraged",,COVID-19 testing and COVID-19 antibody testing availability,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Slightly concerned,Recommended,Mandatory,Recommended,Mandatory,Mandatory,Extremely likely,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11963915789,9/5/2020 9:46,9/5/2020 9:50,69.123.24.181,25-34,female,no,none,0,0,0,1,0,,oversample of AA and latino,Latino,Latino,HS or less,Independent,20K-29K,No,New York,No,,,,No,,,,,,,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,extr. safe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,somewhat safe,No,No,Refused,6-12,3,unwilling,Do not trust the COVID-19 vaccine to be safe,,No,not likely,DK,Your primary care doctor,disagree,Refused,DK,unsure,disagree,unsure,agree,extr. disagree,agree,agree,disagree,agree,extr. disagree,disagree,disagree,extr. disagree,disagree,agree,agree,agree,disagree,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,No,Not concerned at this time,Too much/excessive,Unsure/no opinion,Prefer not to say,Mandatory,Mandatory,Prefer not to answer,Prefer not to say,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11961024224,9/4/2020 11:28,9/4/2020 11:54,104.174.208.45,55-64,female,no,none,0,0,0,1,0,,nationally representative,Latino,Latino,HS or less,Rep.,70K-84K,Yes,California,No,,,,No,,,,,,,somewhat safe,somewhat safe,extr. unsafe,somewhat safe,somewhat safe,somewhat safe,extr. unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat unsafe,somewhat safe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,No,6-12,3,willing,,,Yes,ext. likely,HC workers,Your primary care doctor,disagree,Yes,HC workers,agree,unsure,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,extr. agree,extr. agree,agree,disagree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Slightly concerned,Recommended,Mandatory,Mandatory,Mandatory,Mandatory,Unsure,Unsure/no opinion,,,,,,,,,,,,,,1,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,extr unwilling or unwiling,extr. willing or willing,extr. willing or willing
11965362486,9/6/2020 11:09,9/6/2020 11:23,38.102.61.194,35-44,female,no,none,0,0,0,1,0,,oversample of AA and latino,Latino,Latino,Bachelors,Independent,50K-69K,No,Illinois,No,,,,No,,,,,,,somewhat unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat safe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,No,> 2yrs,3,unwilling,Do not trust the COVID-19 vaccine to be effective,,No,not likely,HC workers,Your primary care doctor,disagree,No,HC workers,agree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Didn't need to use any technology,Unsure,Recommended,Recommended,Recommended,Recommended,Recommended,Unsure,Unsure/no opinion,,,,,,,,,,,,,,1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,extr unwilling or unwiling,extr unwilling or unwiling,extr unwilling or unwiling
11966659461,9/7/2020 11:52,9/7/2020 11:58,76.19.94.230,65+,male,,none,0,0,0,1,0,,oversample of AA and latino,Latino,Latino,Graduate,Dem,100K-149K,No,Connecticut,No,,,,No,,,,,,,somewhat safe,somewhat unsafe,extr. unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,extr. unsafe,somewhat safe,somewhat safe,somewhat safe,somewhat safe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,No,No,No,<6 m,extr unwilling or unwiling,extr. willing,,,Yes,ext. likely,HC workers,CDC,agree,Yes,HC workers,agree,unsure,disagree,disagree,disagree,agree,extr. disagree,extr. disagree,extr. disagree,extr. disagree,disagree,extr. disagree,extr. disagree,extr. disagree,agree,agree,agree,agree,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None of these apply to me,,Yes,Not concerned at this time,Mandatory,Recommended,Recommended,Recommended,Recommended,Likely,Not that confident,,,,,,,,,,,,,,1,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr. willing or willing
11965237914,9/6/2020 9:13,9/6/2020 9:25,45.51.247.66,25-34,female,yes,elem/midd only,1,0,0,0,0,Public school,oversample of AA and latino,AA,AA,Associate degree,Dem,50K-69K,Yes,California,Yes,Yes,Yes,Yes,No,,,,,,,somewhat unsafe,somewhat unsafe,extr. unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,somewhat unsafe,extr. safe,extr. safe,somewhat safe,unsure,somewhat unsafe,somewhat safe,extr. unsafe,somewhat unsafe,extr. unsafe,somewhat unsafe,somewhat unsafe,extr. unsafe,No,No,Yes,already exists,extr. willing or willing,extr. willing,,,No,not likely,elderly,Federal government,agree,Yes,Sickest patients,unsure,agree,agree,disagree,disagree,extr. agree,agree,extr. agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,extr. agree,disagree,agree,extr. agree,Depends on what plans school district makes,"My child will only return if social distancing, handwashing, face-covering guidelines, and temperature checks are enforced",,,Availability of masks/face-coverings for everyone,,,"Regularly scheduled, adult supervised hand-washing",,Temperature screening for students and staff each day,,Cafeteria seating is spaced for proper social distancing and food in individually packaged,,Limiting classroom seating to maintain social distancing,,,,,,5,,,3,,4,,1,,2,,,,,Carrying out distance learning from home will place an extremely difficult burden on my family,,My child will require supervision at school after the school day ends,My child will rely on the school/district for meals and receiving enough food,,,,Yes,Very concerned,Recommended,Mandatory,Recommended,Recommended,Recommended,Unsure,Confident,I changed from planning a vaginal birth to a C-section,,I changed from planning a hospital birth to a home birth,,,,My healthcare provider cancelled all or some of my prenatal visits,,,,,mildly,"Somewhat worsened, no change",1,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. safe/safe,extr. safe/safe,extr. safe/safe,unsure,extr. unsafe/unsafe,extr. safe/safe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,extr. unsafe/unsafe,strong disagree or disagree,strong agree or agree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong disagree or disagree,strong agree or agree,strong agree or agree,strong disagree or disagree,strong agree or agree,strong agree or agree,extr. willing or willing,extr. willing or willing,extr unwilling or unwiling
